metier_name,met,stock,sz group 0,sz group 1,sz group 2,sz group 3,sz group 4,sz group 5,sz group 6,sz group 7,sz group 8,sz group 9,sz group 10,sz group 11,sz group 12,sz group 13
GTR,3,PRA.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
GTR,3,SAN.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
GTR,3,SOL.3a2223,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
GTR,3,SOL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
GTR,3,SPR.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
GTR,3,SPR.2232,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
GTR,3,TUR.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
GTR,3,TUR.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
GTR,3,TUR.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
GTR,3,WHG.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
GTR,3,WHG.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
GTR,3,WHG.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
GTR,3,WIT.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,BLL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,COD.kat,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,COD.2224,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,COD.2532,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,COD.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,CSH.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,DAB.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,DAB.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,FLE.2223,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,FLE.2425,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,FLE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,GUG.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,HAD.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,HER.3a22,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,HER.2532,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,HER.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,HKE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,HOM.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,LEM.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,MAC.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,MUR.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,MON.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,MUS.kask,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,MUS.2224,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,NEP.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,NEP.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,NOP.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,PLE.2123,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,PLE.2432,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,PLE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,POK.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,POL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,PRA.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,SAN.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,SOL.3a2223,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,SOL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,SPR.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,SPR.2232,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,TUR.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,TUR.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHM,4,TUR.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,WHG.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,WHG.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,WHG.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHM,4,WIT.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,BLL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,COD.kat,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,COD.2224,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,COD.2532,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,COD.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,CSH.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,DAB.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,DAB.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,FLE.2223,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,FLE.2425,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,FLE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,GUG.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,HAD.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,HER.3a22,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,HER.2532,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,HER.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,HKE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,HOM.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,LEM.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,MAC.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,MUR.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,MON.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,MUS.kask,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,MUS.2224,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,NEP.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,NEP.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,NOP.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,PLE.2123,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,PLE.2432,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,PLE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,POK.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,POL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,PRA.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,SAN.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,SOL.3a2223,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,SOL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,SPR.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,SPR.2232,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,TUR.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,TUR.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LHP,5,TUR.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,WHG.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,WHG.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,WHG.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LHP,5,WIT.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,BLL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,COD.kat,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,COD.2224,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,COD.2532,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,COD.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,CSH.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,DAB.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,DAB.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,FLE.2223,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,FLE.2425,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,FLE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,GUG.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,HAD.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,HER.3a22,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,HER.2532,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,HER.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,HKE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,HOM.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,LEM.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,MAC.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,MUR.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,MON.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,MUS.kask,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,MUS.2224,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,NEP.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,NEP.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,NOP.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,PLE.2123,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,PLE.2432,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,PLE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,POK.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,POL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,PRA.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,SAN.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,SOL.3a2223,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,SOL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,SPR.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,SPR.2232,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,TUR.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,TUR.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLD,6,TUR.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,WHG.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,WHG.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,WHG.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLD,6,WIT.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,BLL.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,COD.kat,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,COD.2224,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,COD.2532,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,COD.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,CSH.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,DAB.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,DAB.2232,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,FLE.2223,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,FLE.2425,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,FLE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,GUG.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,HAD.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,HER.3a22,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLS,7,HER.2532,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLS,7,HER.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLS,7,HKE.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,HOM.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLS,7,LEM.kask,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
LLS,7,MAC.nsea,0.0002,0.0003,0.0004,0.0007,0.0012,0.0019,0.0032,0.0053,0.0086,0.0141,0.0231,0.0375,0.0603,0.0956
LLS,7,MUR.nsea,0.0017,0.004,0.0095,0.022,0.0504,0.1113,0.2282,0.4108,0.6219,0.7951,0.9015,0.9558,0.9808,0.9918
