745 4 0.000000 0.006790 0.584477 22.688283 424.436383 4457.745002 36510.084124 192856.486832 805217.557026 2710719.122544 6223127.861672 10435508.784548 11604013.049971 54612696.354941  
745 12 0.000000 21234.382451 947180.231952 6144416.364151 22073791.975318 36689381.934884 46493002.328712 57806115.476882 53288133.138658 81980944.084738 15896244.765023 180.275535 0.000000 0.000000  
745 15 0.000000 324078.602289 9763910.456033 43174976.399607 145872294.130387 361842648.368160 1326876500.229375 9196668.612081 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
745 29 0.000000 24572.877750 1140401.893078 4854258.539921 16850443.033414 42498157.668337 111475327.529537 155700805.515695 22206911.160874 16851.910867 0.000000 0.000000 0.000000 0.000000  
745 30 0.000000 0.000000 0.000000 0.000000 0.000000 6.620202 167.401942 2249.798909 22283.147169 178264.236064 2231904.663493 7203063.096608 14496846.491695 126461205.497147  
745 35 0.000000 0.000000 3897.565351 156751.902297 2047277.381725 12425425.962002 0.000000 27485775.581759 40111975.626724 36630225.743228 314670.174701 0.000000 0.000000 0.000000  
745 36 0.000000 44303944.227504 190026180.525223 32629568.001019 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
1417 4 0.000000 0.006354 0.553339 21.447885 400.366844 4167.304759 35573.872757 186453.435205 784947.763229 2635489.104556 6038997.434889 10168604.550961 11279619.459148 53318917.907723  
1417 12 0.000000 20520.766926 929251.795278 6057245.834947 21810714.200907 36253538.241422 46047833.478424 57214643.400509 52689752.813683 81062276.844985 15715780.753706 178.804476 0.000000 0.000000  
1417 15 0.000000 312749.392035 9541809.486086 42436093.268370 143875999.499618 357712438.096172 1271671237.803536 8789567.438612 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
1417 29 0.000000 22690.921115 1128830.688120 4806722.077752 16706913.026949 42154181.594953 108753778.806665 151189573.144793 21436484.088626 16267.958363 0.000000 0.000000 0.000000 0.000000  
1417 30 0.000000 0.000000 0.000000 0.000000 0.000000 6.483827 101.425537 1585.599212 16932.377012 130184.358243 2213688.684586 7147691.961638 14391498.820383 125782320.969557  
1417 35 0.000000 0.000000 3727.148280 150862.823523 1975641.577808 12295348.092588 0.000000 26987846.114135 39135243.802182 36319231.429379 312127.995375 0.000000 0.000000 0.000000  
1417 36 0.000000 43651166.265148 188081470.880673 32355388.418978 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
2160 4 0.000000 0.000586 0.072898 3.997210 92.873647 1457.641362 13492.566358 112387.871096 619354.879969 2471463.930940 7659404.154087 13293532.498448 17518223.336723 72265180.505625  
2160 12 0.000000 16539.934047 407020.770000 5147427.337467 30264337.907405 74072849.442628 95914304.702886 86732065.039604 79262894.805957 84473278.915067 15540162.745841 176.916283 0.502847 0.000000  
2160 15 0.000000 67199.452289 7145824.408857 60490375.295152 191902899.906674 375278271.386931 1218353821.922028 8582793.624052 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
2160 29 0.000000 18043.252244 1081042.787690 5117509.277096 17272836.216751 42493554.275435 106695775.338669 147540652.014618 20800254.391557 15793.794466 0.000000 0.000000 0.000000 0.000000  
2160 30 0.000000 0.000000 0.000000 0.000000 0.000000 1.516249 48.537494 619.176162 6668.213065 59917.524754 1018884.135126 6807595.172874 14458828.947344 135767790.832470  
2160 35 0.000000 0.000000 461.370762 47661.740022 922541.468980 8359647.228041 18307562.882569 22540624.945113 44375160.352729 36085968.348896 309448.043912 0.000000 0.000000 0.000000  
2160 36 0.000000 41041463.204286 203628660.183841 32088494.785584 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
2880 4 0.000000 0.000433 0.046935 2.308639 72.969111 1169.577758 13160.091478 108301.722955 602755.671238 2407783.545219 7427375.708684 12915754.540430 17052766.857991 70321086.977868  
2880 12 0.000000 5163.717294 387087.158206 5057193.293954 29882679.574703 73247469.405551 95042475.034394 85918159.553253 78466662.547824 83635509.696448 15374703.962591 87.826838 0.249718 0.000000  
2880 15 0.000000 25529.574869 6982861.460532 59446556.627634 189231986.975199 370904044.222537 1163013871.630274 7607841.363172 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
2880 29 0.000000 3566.358607 1023769.169834 5049140.125414 17107697.419843 42110598.906430 102490077.810485 140955404.228392 19708702.484856 14542.625153 0.000000 0.000000 0.000000 0.000000  
2880 30 0.000000 0.000000 0.000000 0.000000 0.000000 1.475560 19.968793 103.728730 1083.910678 9724.291097 994361.372093 6646812.118204 14123242.565041 134453801.184888  
2880 35 0.000000 0.000000 396.690778 41697.712284 809244.615482 8270506.243386 0.000000 22172561.403060 43370319.792720 35780542.208358 306892.656202 0.000000 0.000000 0.000000  
2880 36 0.000000 39087931.879027 194555385.182467 30712263.104995 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
3624 4 0.000000 0.000396 0.044130 2.167480 68.451227 1099.485953 12852.684797 104860.436745 587556.805026 2350092.105131 7227720.557381 12585031.118419 16630367.143951 68624955.977423  
3624 12 0.000000 4989.489454 379736.530228 4985309.769739 29530438.547291 72455656.000986 94168561.824622 85101768.137901 77670121.925802 82798084.995876 15219764.354833 87.182476 0.247975 0.000000  
3624 15 0.000000 24630.432367 6823822.490631 58416278.802255 186581578.088749 366547637.163604 1109363298.850816 7274789.770856 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
3624 29 0.000000 3154.371050 1013450.578662 5002853.710164 16970916.459467 41789719.762519 99569269.188729 136218802.868477 18922592.249673 13973.894721 0.000000 0.000000 0.000000 0.000000  
3624 30 0.000000 0.000000 0.000000 0.000000 0.000000 1.441433 7.913858 100.281063 1048.066924 9409.987829 986057.136928 6594498.561035 14018047.100984 133729019.010140  
3624 35 0.000000 0.000000 380.474994 40582.728080 789715.647480 8183268.387023 0.000000 21791763.907733 42358180.721013 35495033.928115 304590.528668 0.000000 0.000000 0.000000  
3624 36 0.000000 38446803.425929 192200416.940170 30418256.500339 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
4344 4 0.000000 0.000045 0.005825 0.329054 12.642553 277.984188 3634.460628 38408.718138 315187.776128 1752896.811977 6434784.393975 14882878.263920 20289505.835030 95716726.718947  
4344 12 0.000000 809.980796 73998.719711 2380588.387768 23103251.540598 97470545.420711 180673708.542588 159374567.223577 114884371.520222 87480291.789355 15071773.715491 86.309559 0.315957 0.306299  
4344 15 0.000000 5528.666426 3270374.757660 60035406.027737 260632774.309532 389416258.069115 1058506426.206863 7133313.227754 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
4344 29 0.000000 2526.742032 941771.835605 5167960.652936 17719700.002966 42297302.265121 97618697.936556 132768292.811278 18328290.144386 13541.884010 0.000000 0.000000 0.000000 0.000000  
4344 30 0.000000 0.000000 0.000000 0.000000 0.000000 0.308603 7.220100 49.790635 549.337689 5744.383405 424688.529177 4675531.187925 13378398.468217 143737043.896232  
4344 35 0.000000 0.000000 45.350261 9767.189201 297879.167436 4587114.593908 11681292.990495 17907880.166788 46875837.576095 35329248.124639 302396.023917 0.000000 0.000000 0.000000  
4344 36 0.000000 36062427.421911 205674491.245372 30152842.647724 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
5088 4 0.000000 0.000032 0.003697 0.191867 9.262972 215.517999 3553.180382 36972.240120 306972.515997 1709725.750365 6271159.963462 14522623.742400 19768113.270555 93688285.076674  
5088 12 0.000000 251.921595 70377.405264 2338037.288224 22808196.223476 96425574.177748 179099140.379902 157995240.809467 113859203.680030 86722620.542268 14936071.089760 42.900276 0.157103 0.295271  
5088 15 0.000000 583.404834 3196005.457644 59012797.205937 257081992.019398 384994570.812849 1005351848.402016 6266358.108267 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
5088 29 0.000000 424.062820 891796.751311 5098706.336164 17552890.466348 41926551.725734 93056422.327306 125741889.726447 17174161.157186 12321.298658 0.000000 0.000000 0.000000 0.000000  
5088 30 0.000000 0.000000 0.000000 0.000000 0.000000 0.299746 1.248136 8.077239 87.993881 918.099262 414380.504512 4564150.039868 13065158.307546 142357189.187563  
5088 35 0.000000 0.000000 34.656560 8056.167001 246330.269194 4537054.215390 0.000000 17615219.314461 45807447.868170 34979508.514699 299412.353465 0.000000 0.000000 0.000000  
5088 36 0.000000 34343861.281592 196498573.438019 28827561.900520 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
5832 4 0.000000 0.000029 0.003452 0.178376 8.661435 204.765877 3479.941387 35783.493614 299845.481387 1672033.745820 6128445.113038 14198099.964135 19304436.883019 91850322.285639  
5832 12 0.000000 243.286294 69034.432846 2304302.265716 22534221.443280 95404455.445084 177539480.789161 156628261.771004 112844250.614809 85972830.418103 14805479.946028 42.623516 0.156146 0.293682  
5832 15 0.000000 562.703324 3123668.623379 58017060.555096 253619558.001391 380682772.864912 953396242.446194 6028426.715951 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  
5832 29 0.000000 359.678964 882706.651095 5051595.041067 17410386.534485 41597628.826170 89725556.674732 120508158.443962 16342551.250034 11720.158007 0.000000 0.000000 0.000000 0.000000  
5832 30 0.000000 0.000000 0.000000 0.000000 0.000000 0.295779 1.210622 7.834984 85.211515 889.527587 410923.463570 4528282.196724 12968012.586651 141612272.277342  
