8761 4 0.8008 0.7961 0.1618 0.2027 24560772.2748 21778020.0891 287616955.6315 28266.7305 623311.1038 31309605.6043 35565763.4463 12168291.6754 10450308.0016 10421509.0747 10421509.0747 10421509.0747 10421509.0747 10421509.0747 9.4410 0.4921 0.2520 0.2381 0.2180 0.2115 0.2114 0.2114 0.2114 0.2114 0.2114 0.2224 0.0416 0.5143 1.3000 1.5275 1.5374 1.5376 1.5376 1.5376 1.5376 1.5376 1.5376 0.1119 0.0801 0.0662 0.0578 0.0563 0.0563 0.0563 0.0563 0.0563 0.0563 0.0644  
8761 12 1.6225 0.6934 0.0180 0.0308 16526728.1666 5299644.6456 1245257982.9353 42840.9655 814472783.9308 4068056183.2984 1581220425.0557 330087249.7303 90172608.5108 53618171.2902 33307732.2639 17742744.7909 10371349.8845 8111978.0071 279.3699 0.5620 0.0192 0.0274 0.0419 0.0469 0.0480 0.0488 0.0506 0.0531 0.0548 0.0144 0.0186 0.1372 0.2786 0.3810 0.4352 0.4703 0.5138 0.5480 0.5643 0.5693 1.1640 0.1866 0.1141 0.0850 0.0731 0.0674 0.0657 0.0651 0.0638 0.0620 0.0608 0.1167  
8761 15 0.7762 0.6280 0.2079 0.1849 596458846.1710 298723.9775 1662002446.9144 466170.7758 817952128.8752 11947026269.6759 9178490734.9600 3114688236.7144 1509384153.9480 920598550.1665 876287175.6782 867826591.8036 844631227.2316 811482126.1275 1158.8985 1.0987 0.0097 0.0040 0.0400 0.2593 0.4673 0.4895 0.4900 0.4907 0.4918 0.2273 0.0038 0.0342 0.0808 0.1147 0.1548 0.1707 0.1721 0.1731 0.1761 0.1804 1.6453 0.2743 0.1989 0.1551 0.1331 0.1230 0.1148 0.1139 0.1139 0.1138 0.1137 0.1618  
8761 29 0.7490 0.6629 0.0584 0.1155 72325499.4668 105923908.9520 256968748.1710 95861.7776 2304530.7079 313144866.9455 809028379.0011 741518604.0456 504371736.7494 343093426.3858 253828097.1997 206726118.5490 183457112.8837 173894932.3476 146.2033 4.9234 1.3293 0.2751 0.0763 0.0500 0.0798 0.1915 0.3206 0.3965 0.4297 0.1565 0.0008 0.0082 0.0282 0.0621 0.1093 0.1664 0.2317 0.3016 0.3756 0.4292 2.5550 0.1633 0.1191 0.1034 0.0843 0.0695 0.0596 0.0526 0.0477 0.0442 0.0421 0.0969  
8761 30 0.1337 0.8858 0.0185 0.0398 21637474.1908 32293.9416 167472977.9546 4181.7719 23.8093 3649.2156 1007892.9019 9619503.9984 19445004.1091 21470971.8140 21520818.9815 21517892.7372 21517586.1563 21517586.1563 0.4817 1.2121 3.6017 0.8875 0.2172 0.0690 0.0324 0.0261 0.0257 0.0257 0.0257 0.3006 0.0092 0.1152 0.3963 0.8329 1.2515 1.4225 1.4449 1.4461 1.4461 1.4461 1.4461 0.1303 0.0889 0.0688 0.0637 0.0595 0.0568 0.0563 0.0563 0.0563 0.0563 0.0663  
8761 35 0.9698 0.4595 0.2812 0.5570 12239010.5596 2278314.7810 100780486.2848 12176.2843 3529164.6239 44314513.9665 63449775.1120 64787805.6688 43755429.9329 22600628.0469 14306554.4866 12832223.5902 12538083.4258 12302077.8885 0.0416 0.5565 1.7926 1.7438 0.2505 0.1922 0.1344 0.0662 0.0464 0.0445 0.0443 0.0471 0.0143 0.1168 0.2527 0.3549 0.4242 0.4826 0.5057 0.5111 0.5149 0.5194 1.4702 0.1346 0.1124 0.0840 0.0758 0.0726 0.0698 0.0669 0.0660 0.0658 0.0658 0.0598  
8761 36 0.4376 0.5416 0.0451 0.1033 166275855.2851 1808800.8774 263438483.5461 77201.3292 32721805130.6275 48408278870.1066 23265822555.8095 8494141853.9601 847583078.6028 258451104.6693 242443641.5056 242443641.5056 242413330.7050 242383019.9045 4775.1233 1.3346 0.1378 0.1437 0.1440 0.1468 0.1533 0.1539 0.1539 0.1539 0.1539 0.1437 0.0007 0.0052 0.0090 0.0171 0.0213 0.0216 0.0216 0.0216 0.0216 0.0216 1.4359 0.1897 0.1727 0.1293 0.1282 0.1191 0.0979 0.0960 0.0960 0.0960 0.0960 0.1289  
17545 4 8.3542 2.5699 0.0431 0.0501 16172640.0878 5199053.2164 755873759.3494 16449.8776 3014117.1566 124893468.2960 132851694.0976 46303771.4179 40195778.6299 40094035.1660 40094035.1660 40094035.1660 40094035.1660 40094035.1660 36.5844 0.1651 0.0397 0.0339 0.0282 0.0264 0.0264 0.0264 0.0264 0.0264 0.0264 0.0292 0.0416 0.5143 1.3000 1.5275 1.5374 1.5376 1.5376 1.5376 1.5376 1.5376 1.5376 0.1128 0.0806 0.0661 0.0578 0.0563 0.0563 0.0563 0.0563 0.0563 0.0563 0.0644  
17545 12 1.6188 1.7352 0.0095 0.0133 18068812.7597 146816.8193 2800050494.2346 686943.8124 1428330385.3556 7767862202.1537 4190387239.3379 1490216971.8064 284763627.2768 115413545.7431 66776387.8679 31228804.2872 14394722.3358 9235484.4704 460.3481 0.1126 0.0038 0.0084 0.0139 0.0161 0.0171 0.0174 0.0178 0.0186 0.0193 0.0027 0.0186 0.1372 0.2786 0.3810 0.4352 0.4703 0.5138 0.5480 0.5643 0.5693 1.1640 0.1850 0.1090 0.0820 0.0740 0.0695 0.0660 0.0654 0.0645 0.0628 0.0614 0.1139  
17545 15 1.0437 1.1955 0.2473 0.2157 436794948.7050 0.0000 1654205101.2315 675094.3596 1509147502.7677 16387673820.2829 14125447674.3688 4399024859.5320 1522425495.7953 456324724.4362 378043454.8478 373772343.4666 364015451.3589 350071626.2172 959.5696 0.3241 0.0036 0.0008 0.0210 0.2071 0.6390 0.7289 0.7299 0.7294 0.7285 0.1887 0.0038 0.0342 0.0808 0.1147 0.1548 0.1707 0.1721 0.1731 0.1761 0.1804 1.6453 0.2841 0.1951 0.1562 0.1344 0.1276 0.1162 0.1139 0.1139 0.1138 0.1137 0.1767  
17545 29 1.2658 0.8779 0.0476 0.0848 20542991.0501 759603.0065 232910396.5956 136781.8318 734490.9590 112364091.5559 492139791.5032 689893287.5327 536974784.0229 354418078.2478 244786496.2055 189841966.7298 161651542.3488 149007033.2442 99.5819 3.3025 0.5959 0.2652 0.0503 0.0092 0.0096 0.0238 0.0515 0.0879 0.1151 0.2520 0.0008 0.0082 0.0282 0.0621 0.1093 0.1664 0.2317 0.3016 0.3756 0.4292 2.5550 0.2147 0.1124 0.0959 0.0812 0.0695 0.0602 0.0532 0.0481 0.0444 0.0423 0.0856  
17545 30 1.3322 1.6349 0.0039 0.0085 4172114.8292 1675994.4068 171422227.6951 37145.1869 1863257.0293 53436537.2412 67800985.3402 25823425.5267 16875290.5514 21544294.2229 22554950.9939 22616359.2109 22618520.3978 22618520.3978 5.9159 0.0080 0.0388 0.1377 0.0938 0.0100 0.0050 0.0041 0.0041 0.0041 0.0041 0.2069 0.0092 0.1152 0.3963 0.8329 1.2515 1.4225 1.4449 1.4461 1.4461 1.4461 1.4461 0.1750 0.1313 0.1034 0.0762 0.0583 0.0564 0.0563 0.0563 0.0563 0.0563 0.0937  
17545 35 0.9300 0.8014 0.1905 0.2565 10014632.3289 1978.4527 91652582.8933 9833.1760 273378.4886 7707324.7578 39815858.2048 55774060.0335 41055080.3818 21253897.0366 13419201.9252 12026659.3784 11749792.6728 11528170.7397 0.0388 0.3421 1.2686 0.5252 0.1711 0.1700 0.1097 0.0336 0.0105 0.0082 0.0079 0.0088 0.0143 0.1168 0.2527 0.3549 0.4242 0.4826 0.5057 0.5111 0.5149 0.5194 1.4702 0.1301 0.1036 0.0807 0.0749 0.0726 0.0700 0.0669 0.0660 0.0658 0.0658 0.0598  
17545 36 0.8765 0.8833 0.0601 0.1042 77189835.9655 984468.8191 254806462.9539 298093.2491 22703174710.6193 38939186066.9557 24094860161.7797 8772792920.4874 819378458.9820 206604671.9691 189954820.2099 189954820.2099 189931071.6693 189907323.1287 4955.2584 0.0991 0.1045 0.1329 0.1342 0.1364 0.1433 0.1441 0.1441 0.1441 0.1441 0.1340 0.0007 0.0052 0.0090 0.0171 0.0213 0.0216 0.0216 0.0216 0.0216 0.0216 1.4359 0.1945 0.1728 0.1340 0.1332 0.1254 0.1024 0.0999 0.0999 0.0999 0.0999 0.1337  
26305 4 1.7235 1.3568 0.0232 0.0268 16172204.7500 51124875.4479 1168539382.8626 137426.1685 2364163.1119 109857135.4730 156312544.7069 87487136.2057 81904243.8726 81809371.3241 81809371.3241 81809371.3241 81809371.3241 81809371.3241 67.6460 0.1579 0.0300 0.0244 0.0234 0.0232 0.0232 0.0232 0.0232 0.0232 0.0232 0.0236 0.0416 0.5143 1.3000 1.5275 1.5374 1.5376 1.5376 1.5376 1.5376 1.5376 1.5376 0.1132 0.0784 0.0640 0.0570 0.0563 0.0563 0.0563 0.0563 0.0563 0.0563 0.0601  
26305 12 1.0134 0.9713 0.0054 0.0064 18996298.6944 229222.3962 3919513685.8559 1112028.5002 169010830.9843 3823284707.1585 6178932232.7248 3283124965.1882 710132232.5061 311670859.3880 176499644.4882 76197111.3944 28698449.3937 14141905.6331 228.1668 0.0924 0.0032 0.0045 0.0066 0.0072 0.0077 0.0078 0.0080 0.0086 0.0094 0.0027 0.0186 0.1372 0.2786 0.3810 0.4352 0.4703 0.5138 0.5480 0.5643 0.5693 1.1640 0.1510 0.0954 0.0794 0.0735 0.0696 0.0661 0.0657 0.0653 0.0643 0.0628 0.0976  
26305 15 1.1014 1.1169 0.1407 0.3367 444099423.9886 0.0000 1797802626.2913 704568.6869 1985635523.0069 18115889718.4893 17748122909.6331 6646213849.4595 1945728587.3516 153692230.5951 23117345.6801 21654227.5344 21935621.9493 22337785.1929 726.3141 0.1170 0.0011 0.0008 0.0122 0.1481 1.2058 2.6948 2.7434 2.7042 2.6471 0.1857 0.0038 0.0342 0.0808 0.1147 0.1548 0.1707 0.1721 0.1731 0.1761 0.1804 1.6453 0.2833 0.1904 0.1554 0.1348 0.1321 0.1243 0.1143 0.1138 0.1135 0.1131 0.1947  
26305 29 0.7096 0.8861 0.0262 0.0838 32803623.6122 699107.6661 199029386.8890 173134.1625 171560.2232 25137309.6006 307155515.2877 600043398.0126 533258061.0217 354458997.2567 231674728.4689 167636714.4046 132061072.2239 115075493.3815 80.4982 5.3444 1.3086 0.2699 0.0395 0.0102 0.0152 0.0421 0.0943 0.1656 0.2201 0.2151 0.0008 0.0082 0.0282 0.0621 0.1093 0.1664 0.2317 0.3016 0.3756 0.4292 2.5550 0.2573 0.1140 0.0872 0.0785 0.0689 0.0606 0.0536 0.0484 0.0446 0.0425 0.0715  
26305 30 1.2146 1.1752 0.0047 0.0299 37117033.2876 2358132.2112 197676660.9845 49485.7543 2565913.4824 66295799.4595 89909408.2441 48820224.9817 28011939.9663 23279479.3916 22748398.7996 22720738.3371 22719857.5011 22719857.5011 8.6337 0.0174 0.1505 0.4826 0.4078 0.0690 0.0136 0.0116 0.0115 0.0115 0.0115 0.5702 0.0092 0.1152 0.3963 0.8329 1.2515 1.4225 1.4449 1.4461 1.4461 1.4461 1.4461 0.1728 0.1299 0.0986 0.0752 0.0607 0.0567 0.0563 0.0563 0.0563 0.0563 0.0897  
26305 35 0.8725 0.9162 0.2363 0.2968 9688897.6469 3202.3351 80405239.1256 9145.2374 602062.9589 10616690.0338 31484681.0191 46926484.2882 35512919.5333 18948660.0044 12379743.7054 11206006.5824 10958705.2341 10753082.3153 0.0362 0.2998 1.3235 0.6929 0.1960 0.1861 0.1191 0.0367 0.0124 0.0100 0.0098 0.0107 0.0143 0.1168 0.2527 0.3549 0.4242 0.4826 0.5057 0.5111 0.5149 0.5194 1.4702 0.1322 0.1095 0.0810 0.0746 0.0725 0.0699 0.0669 0.0660 0.0658 0.0658 0.0598  
26305 36 0.9028 0.8878 0.0595 0.1020 162421204.2910 845377.3155 238221334.6439 261267.0294 16141521298.3856 31829205088.0752 23288076052.6739 8464747973.9579 758850434.5179 165146679.9245 149014979.5345 149014979.5345 148996349.3766 148977719.2187 4794.5778 0.0989 0.1012 0.1358 0.1368 0.1380 0.1423 0.1429 0.1429 0.1429 0.1429 0.1368 0.0007 0.0052 0.0090 0.0171 0.0213 0.0216 0.0216 0.0216 0.0216 0.0216 1.4359 0.1945 0.1681 0.1340 0.1334 0.1269 0.1030 0.0999 0.0999 0.0999 0.0999 0.1338  
35065 4 1.1088 1.1119 0.0263 0.0260 32597096.7124 12159153.9844 1370017904.4671 236859.5464 1485919.3151 70085415.9595 131658745.9768 113361787.5793 111515480.0979 111483613.8370 111483613.8370 111483613.8370 111483613.8370 111483613.8370 88.0793 0.1789 0.0350 0.0275 0.0243 0.0239 0.0239 0.0239 0.0239 0.0239 0.0239 0.0243 0.0416 0.5143 1.3000 1.5275 1.5374 1.5376 1.5376 1.5376 1.5376 1.5376 1.5376 0.1119 0.0774 0.0619 0.0566 0.0563 0.0563 0.0563 0.0563 0.0563 0.0563 0.0579  
35065 12 0.9567 0.9487 0.0029 0.0030 11723207.2169 73011.5802 4331976202.0701 1126903.0654 21952127.6577 1264028406.4414 5665037858.2452 4263712539.5936 1223283406.4404 656167295.2741 372794673.9386 156881981.0617 54636317.3431 23302273.9399 59.4586 0.0672 0.0021 0.0024 0.0028 0.0030 0.0032 0.0032 0.0033 0.0035 0.0038 0.0027 0.0186 0.1372 0.2786 0.3810 0.4352 0.4703 0.5138 0.5480 0.5643 0.5693 1.1640 0.1326 0.0887 0.0758 0.0728 0.0689 0.0660 0.0658 0.0657 0.0651 0.0641 0.0946  
35065 15 1.3876 1.1912 0.0082 0.0478 71575766.9807 0.0000 2262702597.4197 776020.5284 2304250527.3491 24119547975.3894 21703761380.3245 8995764756.4061 2632364170.3356 180850156.8011 2225566.8905 237928.0760 663498.7984 1271700.6305 1162.1512 0.2613 0.0027 0.0005 0.0011 0.0080 0.1333 2.6521 5.2093 3.8799 3.0801 0.0046 0.0038 0.0342 0.0808 0.1147 0.1548 0.1707 0.1721 0.1731 0.1761 0.1804 1.6453 0.2821 0.1935 0.1542 0.1346 0.1333 0.1330 0.1253 0.1095 0.1068 0.1051 0.2026  
35065 29 0.9230 0.9286 0.0126 0.0284 20694679.5125 796210.6293 177039818.3104 122860.6651 33692.4214 11754007.3726 230584171.7820 519598322.9456 520445934.9073 354839211.1581 223449046.3676 151951860.4909 112362616.9417 93821336.8905 79.9633 5.8441 1.0207 0.0681 0.0158 0.0084 0.0120 0.0329 0.0736 0.1263 0.1666 0.0373 0.0008 0.0082 0.0282 0.0621 0.1093 0.1664 0.2317 0.3016 0.3756 0.4292 2.5550 0.2693 0.1055 0.0837 0.0769 0.0681 0.0607 0.0539 0.0488 0.0449 0.0428 0.0676  
35065 30 1.0650 1.0646 0.0041 0.0311 49458912.4328 1693468.2650 248017922.8789 60105.7600 2585180.1988 61981421.2342 84417998.1249 56405413.2628 37598492.2749 29003429.2921 27693960.9270 27619344.5887 27616855.6981 27616855.6981 8.8130 0.0182 0.2088 0.6149 0.3813 0.0679 0.0145 0.0110 0.0109 0.0109 0.0109 0.6169 0.0092 0.1152 0.3963 0.8329 1.2515 1.4225 1.4449 1.4461 1.4461 1.4461 1.4461 0.1731 0.1299 0.0967 0.0727 0.0613 0.0569 0.0563 0.0563 0.0563 0.0563 0.0863  
35065 35 0.8133 0.8842 0.2660 0.3342 9142790.1650 3105.1697 72930057.6276 7979.2159 435103.1049 7475045.4362 24874843.8512 38111769.1195 29466598.3524 16499469.4190 11349971.6444 10420920.6269 10204975.1112 10014938.7890 0.0337 0.4175 1.5189 0.7811 0.2233 0.2094 0.1291 0.0390 0.0140 0.0116 0.0113 0.0123 0.0143 0.1168 0.2527 0.3549 0.4242 0.4826 0.5057 0.5111 0.5149 0.5194 1.4702 0.1333 0.1093 0.0810 0.0745 0.0724 0.0697 0.0668 0.0660 0.0658 0.0658 0.0598  
35065 36 0.9140 0.9503 0.0590 0.1015 151541501.4661 1019282.2277 214887987.6792 235882.1260 15052135740.3114 29655828753.3148 21676587388.0831 7864963994.4366 685041575.1665 131861769.3989 116831153.4843 116831153.4843 116816547.0142 116801940.5441 4463.2530 0.0988 0.1013 0.1345 0.1361 0.1374 0.1427 0.1434 0.1434 0.1434 0.1434 0.1361 0.0007 0.0052 0.0090 0.0171 0.0213 0.0216 0.0216 0.0216 0.0216 0.0216 1.4359 0.1945 0.1677 0.1340 0.1335 0.1279 0.1036 0.0999 0.0999 0.0999 0.0999 0.1338  
43825 4 1.0055 0.9965 0.0196 0.0186 21814581.6647 15516739.7899 1419842451.1363 262628.5276 505570.3994 29415166.2460 100304629.9841 120790790.5122 121592990.9083 121605074.2691 121605074.2691 121605074.2691 121605074.2691 121605074.2691 93.8164 0.1623 0.0240 0.0180 0.0173 0.0173 0.0173 0.0173 0.0173 0.0173 0.0173 0.0173 0.0416 0.5143 1.3000 1.5275 1.5374 1.5376 1.5376 1.5376 1.5376 1.5376 1.5376 0.1094 0.0747 0.0595 0.0564 0.0563 0.0563 0.0563 0.0563 0.0563 0.0563 0.0569  
43825 12 0.9511 0.9498 0.0024 0.0024 11034585.1903 36841.9138 4350302386.9707 1078112.5299 4890926.1168 511938651.4918 4497538978.4353 4079243958.9700 1641531647.8109 1037317580.4212 592267798.8051 247135441.3011 83698010.7697 33611432.5821 21.4819 0.1023 0.0021 0.0022 0.0024 0.0026 0.0027 0.0027 0.0027 0.0028 0.0030 0.0034 0.0186 0.1372 0.2786 0.3810 0.4352 0.4703 0.5138 0.5480 0.5643 0.5693 1.1640 0.1405 0.0841 0.0740 0.0722 0.0679 0.0660 0.0659 0.0658 0.0655 0.0648 0.0927  
43825 15 1.2058 1.0080 0.0017 0.0046 8835084.9479 0.0000 2535559387.7505 1076776.4017 1297234705.9118 20746280976.2173 24304847308.8644 10862917567.7837 3192454236.1536 219316589.3783 2665044.9735 141832.8299 329209.9715 596998.9012 705.5053 0.1511 0.0007 0.0002 0.0003 0.0008 0.0099 0.7379 5.7492 3.4053 2.3187 0.0013 0.0038 0.0342 0.0808 0.1147 0.1548 0.1707 0.1721 0.1731 0.1761 0.1804 1.6453 0.2766 0.1834 0.1537 0.1345 0.1333 0.1333 0.1326 0.1045 0.1013 0.1004 0.2028  
43825 29 0.9258 0.9282 0.0149 0.0181 25375445.2721 1061387.4084 152200718.8982 113406.3465 25497.4388 8885633.7515 184237877.9357 448244197.1275 489666933.7932 350651800.4915 217209815.3729 135363137.8077 90241569.5852 70264709.1985 75.9494 5.9399 0.9911 0.0306 0.0142 0.0098 0.0160 0.0453 0.1054 0.1880 0.2531 0.0108 0.0008 0.0082 0.0282 0.0621 0.1093 0.1664 0.2317 0.3016 0.3756 0.4292 2.5550 0.2712 0.1068 0.0829 0.0759 0.0675 0.0605 0.0543 0.0492 0.0453 0.0431 0.0671  
43825 30 1.1954 1.0481 0.0053 0.0356 60080898.1568 848835.0351 295619687.9594 64013.7024 2550933.0695 63072972.6431 77942341.5363 50291787.5873 40728668.7224 35604833.7247 34765790.4492 34717282.2440 34715723.6912 34715723.6912 8.6244 0.0254 0.2839 0.8008 0.4427 0.0736 0.0190 0.0150 0.0148 0.0148 0.0148 0.7788 0.0092 0.1152 0.3963 0.8329 1.2515 1.4225 1.4449 1.4461 1.4461 1.4461 1.4461 0.1736 0.1301 0.0980 0.0719 0.0607 0.0568 0.0563 0.0563 0.0563 0.0563 0.0859  
43825 35 1.0309 0.9165 0.2156 0.3916 7978143.0446 2165.2044 63186198.9016 6489.3940 580230.9071 8224601.0600 20619103.9999 32029057.4906 25207137.1660 14648533.5313 10450237.9733 9686300.8962 9494188.7643 9318282.3148 0.0313 0.4142 1.5887 1.0017 0.2355 0.2125 0.1265 0.0376 0.0143 0.0121 0.0118 0.0128 0.0143 0.1168 0.2527 0.3549 0.4242 0.4826 0.5057 0.5111 0.5149 0.5194 1.4702 0.1342 0.1110 0.0816 0.0746 0.0723 0.0694 0.0667 0.0660 0.0658 0.0658 0.0598  
