745 4 0.131633 0.041741 0.033448 0.029019 0.027524 0.027494 0.027494 0.027494 0.027494 0.027494 0.030164  
745 12 0.444166 0.004665 0.003790 0.005519 0.006061 0.006192 0.006354 0.006713 0.007216 0.007528 0.001928  
745 15 0.980258 0.007146 0.001442 0.004623 0.020683 0.032017 0.033061 0.033204 0.033599 0.034201 0.019492  
745 29 1.615175 0.802762 0.128674 0.019343 0.010171 0.012835 0.023495 0.034367 0.040136 0.042634 0.034033  
745 30 0.137390 0.625023 0.389447 0.097178 0.019623 0.007026 0.005339 0.005240 0.005236 0.005236 0.136204  
745 35 0.155916 0.407582 0.562667 0.042222 0.016754 0.011346 0.005276 0.003579 0.003415 0.003399 0.003712  
745 36 1.234957 0.035623 0.035161 0.035217 0.035689 0.036680 0.036762 0.036762 0.036762 0.036762 0.035179  
1417 4 0.165862 0.064636 0.055304 0.049029 0.046824 0.046779 0.046779 0.046779 0.046779 0.046779 0.050313  
1417 12 0.445577 0.006215 0.007264 0.010710 0.011769 0.011995 0.012223 0.012726 0.013428 0.013862 0.003022  
1417 15 0.980563 0.007458 0.001838 0.008196 0.040685 0.063923 0.066055 0.066218 0.066633 0.067268 0.038230  
1417 29 1.694770 0.824415 0.131740 0.021837 0.013289 0.018091 0.035448 0.053520 0.063628 0.068214 0.035430  
1417 30 0.295499 0.922366 0.484580 0.114645 0.022420 0.007935 0.006043 0.005933 0.005929 0.005929 0.165031  
1417 35 0.177021 0.415880 0.573651 0.058162 0.033040 0.022221 0.010155 0.006794 0.006469 0.006436 0.006840  
1417 36 1.235184 0.035980 0.035931 0.036005 0.036664 0.038044 0.038158 0.038158 0.038158 0.038158 0.035952  
2160 4 0.190617 0.084699 0.074693 0.066841 0.064026 0.063968 0.063968 0.063968 0.063968 0.063968 0.068233  
2160 12 0.446132 0.007659 0.010795 0.015970 0.017542 0.017854 0.018125 0.018716 0.019543 0.020054 0.004017  
2160 15 0.980985 0.007694 0.002043 0.011552 0.060646 0.096247 0.099516 0.099662 0.099982 0.100472 0.056900  
2160 29 1.744872 0.840196 0.133905 0.023659 0.015631 0.022145 0.044743 0.068610 0.082498 0.089036 0.036391  
2160 30 0.331634 1.158110 0.578377 0.131047 0.024684 0.008605 0.006572 0.006454 0.006450 0.006450 0.190588  
2160 35 0.187270 0.420615 0.585006 0.074257 0.049299 0.033232 0.015428 0.010486 0.010008 0.009960 0.010480  
2160 36 1.235436 0.036355 0.036692 0.036780 0.037582 0.039261 0.039399 0.039399 0.039399 0.039399 0.036717  
2880 4 0.280100 0.110292 0.097425 0.089395 0.086606 0.086548 0.086548 0.086548 0.086548 0.086548 0.090869  
2880 12 0.534132 0.009896 0.013298 0.019909 0.021942 0.022376 0.022766 0.023623 0.024831 0.025584 0.006411  
2880 15 1.067434 0.008589 0.002669 0.015334 0.082055 0.131864 0.136519 0.136809 0.137517 0.138598 0.074217  
2880 29 3.245214 1.128288 0.183160 0.036255 0.020770 0.029889 0.064242 0.100896 0.121592 0.130903 0.067669  
2880 30 0.673698 2.309288 0.784357 0.168702 0.038526 0.015207 0.011703 0.011493 0.011485 0.011485 0.238805  
2880 35 0.283416 0.848606 1.065785 0.106544 0.064277 0.043611 0.020252 0.013675 0.013037 0.012973 0.013789  
2880 36 1.267989 0.069407 0.071107 0.071231 0.072339 0.074712 0.074911 0.074911 0.074911 0.074911 0.071143  
3624 4 0.307781 0.130388 0.117537 0.109229 0.106334 0.106273 0.106273 0.106273 0.106273 0.106273 0.110711  
3624 12 0.534760 0.011128 0.015879 0.023952 0.026436 0.026968 0.027414 0.028393 0.029775 0.030638 0.007331  
3624 15 1.067711 0.009132 0.003384 0.019161 0.103609 0.168149 0.174240 0.174545 0.175247 0.176318 0.091504  
3624 29 3.335302 1.136425 0.184749 0.038253 0.023365 0.034982 0.077530 0.123364 0.149445 0.161160 0.068904  
3624 30 0.812158 2.460155 0.788915 0.171068 0.040205 0.016118 0.012430 0.012208 0.012200 0.012200 0.241369  
3624 35 0.293722 0.852736 1.076392 0.121916 0.079795 0.054088 0.024720 0.016387 0.015576 0.015494 0.016335  
3624 36 1.268308 0.069914 0.072125 0.072259 0.073444 0.075991 0.076205 0.076205 0.076205 0.076205 0.072166  
4344 4 0.325873 0.146560 0.134001 0.125395 0.122350 0.122286 0.122286 0.122286 0.122286 0.122286 0.126735  
4344 12 0.535165 0.012246 0.018309 0.027829 0.030754 0.031377 0.031863 0.032924 0.034426 0.035364 0.008108  
4344 15 1.067818 0.009164 0.003429 0.022255 0.124477 0.204260 0.211852 0.212133 0.212702 0.213571 0.108116  
4344 29 3.397127 1.141993 0.186101 0.040304 0.026060 0.039387 0.087108 0.139012 0.169260 0.183150 0.070077  
4344 30 0.816443 2.461985 0.789965 0.172073 0.041052 0.016759 0.013021 0.012796 0.012789 0.012789 0.242420  
4344 35 0.294486 0.854473 1.086709 0.136630 0.094512 0.063918 0.028800 0.018800 0.017825 0.017724 0.018583  
4344 36 1.268420 0.070070 0.072401 0.072539 0.073770 0.076421 0.076644 0.076644 0.076644 0.076644 0.072443  
5088 4 0.388266 0.167361 0.153482 0.142855 0.139094 0.139016 0.139016 0.139016 0.139016 0.139016 0.144351  
5088 12 0.546556 0.013707 0.020034 0.030586 0.033886 0.034613 0.035178 0.036415 0.038176 0.039285 0.009933  
5088 15 1.090285 0.009494 0.003754 0.025609 0.146773 0.244410 0.253885 0.254317 0.255275 0.256739 0.126204  
5088 29 4.454606 1.233275 0.219858 0.051810 0.031055 0.047399 0.109165 0.177314 0.216337 0.233686 0.099831  
5088 30 1.161225 3.198812 0.841526 0.191505 0.052962 0.023047 0.018060 0.017756 0.017745 0.017745 0.264683  
5088 35 0.412939 1.353960 1.484938 0.163260 0.109921 0.075289 0.035015 0.023434 0.022304 0.022190 0.023515  
5088 36 1.301031 0.103233 0.106878 0.107068 0.108874 0.112917 0.113267 0.113267 0.113267 0.113267 0.106928  
5832 4 0.409673 0.184545 0.170739 0.158578 0.154229 0.154138 0.154138 0.154138 0.154138 0.154138 0.159988  
5832 12 0.547362 0.014842 0.021746 0.033333 0.037003 0.037825 0.038446 0.039807 0.041753 0.042982 0.010831  
5832 15 1.090362 0.009617 0.003921 0.028811 0.169364 0.285945 0.297428 0.297864 0.298760 0.300129 0.144329  
5832 29 4.509541 1.235536 0.221229 0.053928 0.033803 0.053152 0.125329 0.205791 0.251890 0.272100 0.101253  
5832 30 1.164993 3.205545 0.844060 0.193682 0.054440 0.023783 0.018627 0.018312 0.018301 0.018301 0.267108  
5832 35 0.416026 1.356752 1.495722 0.178347 0.125150 0.086500 0.041149 0.028022 0.026740 0.026611 0.028194  
5832 36 1.301253 0.103640 0.107725 0.107926 0.109829 0.114109 0.114482 0.114482 0.114482 0.114482 0.107778  
6552 4 0.427405 0.200339 0.186673 0.173159 0.168283 0.168181 0.168181 0.168181 0.168181 0.168181 0.174454  
6552 12 0.547955 0.015796 0.023395 0.036023 0.040057 0.040968 0.041628 0.043075 0.045147 0.046458 0.011582  
6552 15 1.090387 0.009667 0.003996 0.031806 0.191425 0.327338 0.340907 0.341315 0.342048 0.343167 0.161982  
6552 29 4.535830 1.236656 0.222049 0.055328 0.035673 0.057202 0.136909 0.226618 0.278526 0.301315 0.102124  
6552 30 1.168761 3.208903 0.845348 0.194819 0.055324 0.024397 0.019181 0.018862 0.018851 0.018851 0.268336  
6552 35 0.418648 1.359364 1.506481 0.193314 0.140174 0.097367 0.046821 0.032123 0.030686 0.030541 0.032334  
6552 36 1.301426 0.103938 0.108318 0.108528 0.110531 0.115049 0.115444 0.115444 0.115444 0.115444 0.108373  
7297 4 0.472133 0.219906 0.205069 0.189369 0.184014 0.183903 0.183903 0.183903 0.183903 0.183903 0.190704  
7297 12 0.556523 0.017173 0.024655 0.037927 0.042233 0.043238 0.043971 0.045581 0.047911 0.049400 0.012975  
7297 15 1.091664 0.010028 0.004426 0.034985 0.213889 0.371699 0.387824 0.388389 0.389500 0.391197 0.183651  
7297 29 4.857755 1.288815 0.254169 0.066908 0.041287 0.065829 0.159703 0.267085 0.329055 0.355816 0.132348  
7297 30 1.465049 3.552960 0.869693 0.211921 0.066618 0.030666 0.024378 0.023991 0.023977 0.023977 0.288310  
7297 35 0.525884 1.943244 1.801984 0.216084 0.156371 0.109398 0.053306 0.036850 0.035239 0.035079 0.037354  
7297 36 1.334062 0.137052 0.142424 0.142666 0.145010 0.150408 0.150886 0.150886 0.150886 0.150886 0.142486  
8017 4 0.492056 0.236905 0.221411 0.203916 0.198177 0.198059 0.198059 0.198059 0.198059 0.198059 0.205336  
8017 12 0.557734 0.018144 0.025883 0.039803 0.044375 0.045471 0.046267 0.048022 0.050576 0.052221 0.013813  
8017 15 1.091787 0.010308 0.004767 0.038165 0.237437 0.419346 0.438324 0.438883 0.439867 0.441372 0.206237  
8017 29 4.900357 1.324220 0.277305 0.073844 0.044419 0.071194 0.173632 0.292100 0.361236 0.391219 0.154946  
8017 30 1.472116 3.555438 0.871851 0.213794 0.067832 0.031286 0.024872 0.024476 0.024462 0.024462 0.290499  
8017 35 0.529518 1.947396 1.814029 0.231974 0.172136 0.121111 0.059686 0.041552 0.039774 0.039598 0.042141  
8017 36 1.334259 0.137456 0.143255 0.143515 0.146061 0.151979 0.152508 0.152508 0.152508 0.152508 0.143320  
8761 4 0.508949 0.252333 0.236292 0.217222 0.211154 0.211029 0.211029 0.211029 0.211029 0.211029 0.218745  
8761 12 0.558821 0.019062 0.027073 0.041637 0.046472 0.047650 0.048489 0.050338 0.053042 0.054788 0.014559  
8761 15 1.091836 0.010370 0.004845 0.040978 0.260344 0.467081 0.489074 0.489602 0.490380 0.491568 0.228267  
8761 29 4.905831 1.324829 0.278291 0.075523 0.046613 0.075552 0.185754 0.314526 0.390509 0.423568 0.156080  
8761 30 1.472486 3.556882 0.872938 0.214770 0.068569 0.031808 0.025349 0.024951 0.024936 0.024936 0.291588  
8761 35 0.533246 1.951426 1.825751 0.247672 0.187730 0.132595 0.065813 0.046005 0.044061 0.043868 0.046641  
8761 36 1.334425 0.137749 0.143813 0.144086 0.146798 0.153140 0.153710 0.153710 0.153710 0.153710 0.143879  
