0 0 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 1 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 2 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 3 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 4 0 47 501 1986 5618 10580 17104 22244 24408 25036 21388 17163 11755 39147  
0 5 100000 100000 100000 100000 100000 100000 100000 100000 0 0 100000 100000 100000 100000  
0 6 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100001 100001 100001 100000  
0 7 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 8 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 9 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 10 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 11 99999 99999 100000 100000 100000 100000 99999 99999 99999 99999 100000 100000 100000 100000  
0 12 3172375 1473737 1927261 1872768 1483351 769641 424417 296752 178983 195592 28318 0 0 0  
0 13 0 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 14 0 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 15 0 10697720 10211167 6938006 5649061 5024441 9258720 40649 0 0 0 0 0 0  
0 16 100001 100001 100000 100000 100000 100000 100001 100001 100001 100001 100000 100000 100000 100000  
0 17 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 18 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 19 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 20 99999 99999 100000 100000 100000 100000 99999 99999 99999 99999 100000 100000 100000 100000  
0 21 100000 100000 100001 100001 100001 100001 100000 100000 100000 100000 100000 100000 100000 100001  
0 22 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 23 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 24 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 25 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 26 99999 99999 100000 100000 100000 100000 99999 99999 99999 99999 99999 99999 99999 100000  
0 27 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 28 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 29 185261 1714234 1457871 870920 635068 481785 548846 421465 38679 21 0 0 0 0  
0 30 0 0 0 0 0 32 212 1015 3490 8174 13541 17441 18219 101530  
0 31 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 32 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 33 0 100001 100000 100000 100000 100000 100001 100000 100000 100000 100000 100000 100000 100000  
0 34 0 0 100000 100000 100000 100000 0 100000 100000 100000 100000 100000 100000 100000  
0 35 0 0 6840 41199 121478 206018 0 121401 116381 73377 463 0 0 0  
0 36 0 103646391 49882554 2103648 0 0 0 0 0 0 0 0 0 0  
0 37 0 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 38 0 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 39 0 99999 99999 99999 99999 99999 99999 99999 99999 99999 99999 99999 99999 99999  
0 40 0 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 41 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 42 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 43 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000  
0 44 100000 100000 100000 100000 100000 100000 100000 100000 100000 100000 100001 100001 100001 100000  
745 4 0 36 326 1294 4374 8969 16467 21161 23570 24038 20468 16564 11288 37907  
745 12 959194 459073 1832936 1842951 1464231 759986 420234 293632 176915 193332 27960 0 0 0  
745 15 0 4063710 9975788 6813458 5565872 4961766 8873108 36272 0 0 0 0 0 0  
745 29 25127 365730 1380225 854822 625973 474757 526606 402390 36638 19 0 0 0 0  
745 30 0 0 0 0 0 31 173 565 1448 3270 13216 17029 17797 100527  
745 35 0 0 5660 34323 101476 203866 0 119173 113496 72727 459 0 0 0  
745 36 0 98856868 47702247 2013488 0 0 0 0 0 0 0 0 0 0  
1417 4 0 34 308 1223 4126 8384 16045 20458 22976 23371 19862 16140 10972 37009  
1417 12 898843 443645 1798242 1816805 1446780 750958 416210 290628 174928 191165 27642 0 0 0  
1417 15 0 3921650 9748867 6696855 5489701 4905130 8503938 34666 0 0 0 0 0 0  
1417 29 20987 337720 1366220 846451 620641 470915 513750 390731 35367 19 0 0 0 0  
1417 30 0 0 0 0 0 31 105 398 1101 2388 13108 16898 17667 99988  
1417 35 0 0 5412 33033 97926 201732 0 117014 110732 72110 455 0 0 0  
1417 36 0 97400303 47214066 1996569 0 0 0 0 0 0 0 0 0 0  
2160 4 0 3 41 228 957 2933 6085 12332 18129 21916 25191 21100 17041 50160  
