0 BEL000041982 0 7456296 0
0 BEL000041982 1 0 0
0 BEL000041982 2 0 0
0 BEL000041982 3 0 0
0 BEL000041982 4 729369 0
0 BEL000041982 5 2515377 0
0 BEL000041982 6 7096957 0
0 BEL000041982 7 0 0
0 BEL000041982 8 0 0
0 BEL000041982 9 0 0
0 BEL000041982 10 6557947 0
0 BEL000041982 11 1617028 0
0 BEL000041982 12 23720 0
0 BEL000041982 13 0 0
0 BEL000041982 14 0 0
0 BEL000041982 15 0 0
0 BEL000041982 16 16529 0
0 BEL000041982 17 89834 0
0 BEL000041982 18 0 0
0 BEL000041982 19 0 0
0 BEL000041982 20 3593395 0
0 BEL000041982 21 0 0
0 BEL000041982 22 0 0
0 BEL000041982 23 0 0
0 BEL000041982 24 992810 0
0 BEL000041982 25 0 0
0 BEL000041982 26 0 0
0 BEL000041982 27 0 0
0 BEL000041982 28 0 0
0 BEL000041982 29 10807752 0
0 BEL000041982 30 0 0
0 BEL000041982 31 808514 0
0 BEL000041982 32 0 0
0 BEL000041982 33 0 0
0 BEL000041982 34 0 0
0 BEL000041982 35 417314 0
0 BEL000041982 36 0 0
0 BEL000041982 37 0 0
0 BEL000041982 38 0 0
0 BEL000041982 39 605600 0
0 BEL000041982 40 0 0
0 BEL000041982 41 0 0
0 BEL000041982 42 0 0
0 BEL000041982 43 87485 0
0 BEL000041982 44 21560 0
0 BEL010291967 0 19 0
0 BEL010291967 1 0 0
0 BEL010291967 2 0 0
0 BEL010291967 3 0 0
0 BEL010291967 4 1 0
0 BEL010291967 5 6 0
0 BEL010291967 6 18 0
0 BEL010291967 7 0 0
0 BEL010291967 8 0 0
0 BEL010291967 9 0 0
0 BEL010291967 10 17 0
0 BEL010291967 11 4 0
0 BEL010291967 12 0 0
0 BEL010291967 13 0 0
0 BEL010291967 14 0 0
0 BEL010291967 15 0 0
0 BEL010291967 16 0 0
0 BEL010291967 17 0 0
0 BEL010291967 18 0 0
0 BEL010291967 19 0 0
0 BEL010291967 20 9 0
0 BEL010291967 21 0 0
0 BEL010291967 22 0 0
0 BEL010291967 23 0 0
0 BEL010291967 24 2 0
0 BEL010291967 25 0 0
0 BEL010291967 26 0 0
0 BEL010291967 27 0 0
0 BEL010291967 28 0 0
0 BEL010291967 29 28 0
0 BEL010291967 30 0 0
0 BEL010291967 31 2 0
0 BEL010291967 32 0 0
0 BEL010291967 33 0 0
0 BEL010291967 34 0 0
0 BEL010291967 35 1 0
0 BEL010291967 36 0 0
0 BEL010291967 37 0 0
0 BEL010291967 38 0 0
0 BEL010291967 39 1 0
0 BEL010291967 40 0 0
0 BEL010291967 41 0 0
0 BEL010291967 42 0 0
0 BEL010291967 43 0 0
0 BEL010291967 44 0 0
0 BEL010331976 0 19 0
0 BEL010331976 1 0 0
0 BEL010331976 2 0 0
0 BEL010331976 3 0 0
0 BEL010331976 4 1 0
0 BEL010331976 5 6 0
0 BEL010331976 6 18 0
0 BEL010331976 7 0 0
