 745 0  1.16415000 51.03270000 2754.84601010 
 745 1  1.29228000 51.03630000 51860.64157300 
 745 3  1.54861000 51.04300000 84828.10616700 
 745 4  1.67681000 51.04620000 93322.99242279 
 745 5  1.80502000 51.04920000 53192.49504170 
 745 6  1.93324000 51.05210000 165554.97513912 
 745 7  2.06148000 51.05490000 61616.09930399 
 745 8  2.18974000 51.05750000 25447.58833759 
 745 11  1.61269000 51.11430000 11219.16609255 
 745 12  1.74089000 51.11740000 86035.22747159 
 745 13  1.86911000 51.12030000 66530.81821086 
 745 14  1.99734000 51.12310000 38394.83101848 
 745 15  2.12559000 51.12580000 279796.06512552 
 745 16  2.25385000 51.12840000 66176.12497302 
 745 17  2.38213000 51.13080000 12792.93710745 
 745 19  2.63873000 51.13510000 33263.49757176 
 745 23  1.80497000 51.18850000 113505.35360849 
 745 24  1.93320000 51.19140000 28272.47573523 
 745 25  2.06144000 51.19410000 38944.06387150 
 745 26  2.18970000 51.19670000 42881.12405795 
 745 27  2.31797000 51.19920000 25399.38415567 
 745 28  2.44626000 51.20150000 22701.64840777 
 745 30  2.70287000 51.20580000 32413.72837262 
 745 34  1.89132000 51.26010000 35864.96339841 
 745 38  2.40630000 51.27050000 1276.90719302 
 745 39  2.53508000 51.27270000 302053.02642021 
 745 41  2.79268000 51.27670000 87256.29069507 
 745 42  2.92149000 51.27850000 404908.87982747 
 745 45  1.69825000 51.32530000 1359.93133275 
 745 46  1.82695000 51.32830000 66183.33071344 
 745 47  1.95566000 51.33120000 260804.12879935 
 745 49  2.21314000 51.33650000 105865.89517767 
 745 50  2.34190000 51.33890000 951.03260132 
 745 52  2.59946000 51.34340000 41578.58498299 
 745 53  2.72826000 51.34540000 88044.55099060 
 745 54  2.85707000 51.34730000 455108.39678859 
 745 55  2.98589000 51.34900000 563159.43250228 
 745 56  3.11472000 51.35060000 816399.77612834 
 745 57  3.75897000 51.35650000 2338.02606351 
 745 63  1.65533000 51.39390000 236215.42127382 
 745 64  1.78451000 51.39700000 148345.14637363 
 745 65  1.91371000 51.39990000 128312.94283714 
