0 8761 0 1.164 51.033 0 0 30.00 0.000 0.000 500
1 8761 0 1.164 51.033 0 0 30.00 0.000 0.000 500
2 8761 0 1.164 51.033 0 0 30.00 0.000 0.000 500
3 8761 0 1.164 51.033 0 0 30.00 0.000 0.000 500
0 8761 1 1.292 51.036 0 0 30.00 0.000 0.000 500
1 8761 1 1.292 51.036 0 0 30.00 0.000 0.000 500
2 8761 1 1.292 51.036 0 0 30.00 0.000 0.000 500
3 8761 1 1.292 51.036 0 0 30.00 0.000 0.000 500
0 8761 2 1.420 51.040 0 0 30.00 0.000 0.000 500
1 8761 2 1.420 51.040 0 0 30.00 0.000 0.000 500
2 8761 2 1.420 51.040 0 0 30.00 0.000 0.000 500
3 8761 2 1.420 51.040 0 0 30.00 0.000 0.000 500
0 8761 3 1.549 51.043 0 0 30.00 0.000 0.000 500
1 8761 3 1.549 51.043 0 0 30.00 0.000 0.000 500
2 8761 3 1.549 51.043 0 0 30.00 0.000 0.000 500
3 8761 3 1.549 51.043 0 0 30.00 0.000 0.000 500
0 8761 4 1.677 51.046 0 0 30.00 0.000 0.000 500
1 8761 4 1.677 51.046 0 0 30.00 0.000 0.000 500
2 8761 4 1.677 51.046 0 0 30.00 0.000 0.000 500
3 8761 4 1.677 51.046 0 0 30.00 0.000 0.000 500
0 8761 5 1.805 51.049 0 0 30.00 0.000 0.000 500
1 8761 5 1.805 51.049 0 0 30.00 0.000 0.000 500
2 8761 5 1.805 51.049 0 0 30.00 0.000 0.000 500
3 8761 5 1.805 51.049 0 0 30.00 0.000 0.000 500
0 8761 6 1.933 51.052 0 0 30.00 0.000 0.000 500
1 8761 6 1.933 51.052 0 0 30.00 0.000 0.000 500
2 8761 6 1.933 51.052 0 0 30.00 0.000 0.000 500
3 8761 6 1.933 51.052 0 0 30.00 0.000 0.000 500
0 8761 7 2.061 51.055 0 0 30.00 0.000 0.000 500
1 8761 7 2.061 51.055 0 0 30.00 0.000 0.000 500
2 8761 7 2.061 51.055 0 0 30.00 0.000 0.000 500
3 8761 7 2.061 51.055 0 0 30.00 0.000 0.000 500
0 8761 8 2.190 51.057 0 0 30.00 0.000 0.000 500
1 8761 8 2.190 51.057 0 0 30.00 0.000 0.000 500
2 8761 8 2.190 51.057 0 0 30.00 0.000 0.000 500
3 8761 8 2.190 51.057 0 0 30.00 0.000 0.000 500
0 8761 9 1.356 51.108 0 0 30.00 0.000 0.000 500
1 8761 9 1.356 51.108 0 0 30.00 0.000 0.000 500
2 8761 9 1.356 51.108 0 0 30.00 0.000 0.000 500
3 8761 9 1.356 51.108 0 0 30.00 0.000 0.000 500
0 8761 10 1.484 51.111 0 0 30.00 0.000 0.000 500
1 8761 10 1.484 51.111 0 0 30.00 0.000 0.000 500
2 8761 10 1.484 51.111 0 0 30.00 0.000 0.000 500
3 8761 10 1.484 51.111 0 0 30.00 0.000 0.000 500
0 8761 11 1.613 51.114 0 0 30.00 0.000 0.000 500
1 8761 11 1.613 51.114 0 0 30.00 0.000 0.000 500
2 8761 11 1.613 51.114 0 0 30.00 0.000 0.000 500
3 8761 11 1.613 51.114 0 0 30.00 0.000 0.000 500
0 8761 12 1.741 51.117 0 0 30.00 0.000 0.000 500
1 8761 12 1.741 51.117 0 0 30.00 0.000 0.000 500
2 8761 12 1.741 51.117 0 0 30.00 0.000 0.000 500
3 8761 12 1.741 51.117 0 0 30.00 0.000 0.000 500
0 8761 13 1.869 51.120 0 0 30.00 0.000 0.000 500
1 8761 13 1.869 51.120 0 0 30.00 0.000 0.000 500
2 8761 13 1.869 51.120 0 0 30.00 0.000 0.000 500
3 8761 13 1.869 51.120 0 0 30.00 0.000 0.000 500
0 8761 14 1.997 51.123 0 0 30.00 0.000 0.000 500
1 8761 14 1.997 51.123 0 0 30.00 0.000 0.000 500
2 8761 14 1.997 51.123 0 0 30.00 0.000 0.000 500
3 8761 14 1.997 51.123 0 0 30.00 0.000 0.000 500
0 8761 15 2.126 51.126 0 0 30.00 0.000 0.000 500
1 8761 15 2.126 51.126 0 0 30.00 0.000 0.000 500
2 8761 15 2.126 51.126 0 0 30.00 0.000 0.000 500
3 8761 15 2.126 51.126 0 0 30.00 0.000 0.000 500
0 8761 16 2.254 51.128 0 0 30.00 0.000 0.000 500
1 8761 16 2.254 51.128 0 0 30.00 0.000 0.000 500
2 8761 16 2.254 51.128 0 0 30.00 0.000 0.000 500
3 8761 16 2.254 51.128 0 0 30.00 0.000 0.000 500
0 8761 17 2.382 51.131 0 0 30.00 0.000 0.000 500
1 8761 17 2.382 51.131 0 0 30.00 0.000 0.000 500
2 8761 17 2.382 51.131 0 0 30.00 0.000 0.000 500
3 8761 17 2.382 51.131 0 0 30.00 0.000 0.000 500
0 8761 18 2.510 51.133 0 0 30.00 0.000 0.000 500
1 8761 18 2.510 51.133 0 0 30.00 0.000 0.000 500
2 8761 18 2.510 51.133 0 0 30.00 0.000 0.000 500
3 8761 18 2.510 51.133 0 0 30.00 0.000 0.000 500
0 8761 19 2.639 51.135 0 0 30.00 0.000 0.000 500
1 8761 19 2.639 51.135 0 0 30.00 0.000 0.000 500
2 8761 19 2.639 51.135 0 0 30.00 0.000 0.000 500
3 8761 19 2.639 51.135 0 0 30.00 0.000 0.000 500
0 8761 20 1.420 51.179 0 0 30.00 0.000 0.000 500
1 8761 20 1.420 51.179 0 0 30.00 0.000 0.000 500
